pose_id,page_id,category,category_page,title,page_image_path,page_image_png_path,pose_index_in_page,short_name
ST-059,PAGE-04,ST,4,POSE ATLAS · STANDING · 04,assets/contact-sheets/ST-04.webp,assets/contact-sheets-png/PAGE-04_ST-04_ST-049_to_ST-064.webp,11,窄距前后错步·侧弯连续弧
ST-060,PAGE-04,ST,4,POSE ATLAS · STANDING · 04,assets/contact-sheets/ST-04.webp,assets/contact-sheets-png/PAGE-04_ST-04_ST-049_to_ST-064.webp,12,窄距前后错步·胸腔上提后弓
ST-061,PAGE-04,ST,4,POSE ATLAS · STANDING · 04,assets/contact-sheets/ST-04.webp,assets/contact-sheets-png/PAGE-04_ST-04_ST-049_to_ST-064.webp,13,窄距前后错步·髋折前倾
ST-062,PAGE-04,ST,4,POSE ATLAS · STANDING · 04,assets/contact-sheets/ST-04.webp,assets/contact-sheets-png/PAGE-04_ST-04_ST-049_to_ST-064.webp,14,窄距前后错步·胸胯螺旋扭转
ST-063,PAGE-04,ST,4,POSE ATLAS · STANDING · 04,assets/contact-sheets/ST-04.webp,assets/contact-sheets-png/PAGE-04_ST-04_ST-049_to_ST-064.webp,15,窄距前后错步·纵向拔高非对称
ST-064,PAGE-04,ST,4,POSE ATLAS · STANDING · 04,assets/contact-sheets/ST-04.webp,assets/contact-sheets-png/PAGE-04_ST-04_ST-049_to_ST-064.webp,16,外开宽站·胸胯反向S线
ST-065,PAGE-05,ST,5,POSE ATLAS · STANDING · 05,assets/contact-sheets/ST-05.webp,assets/contact-sheets-png/PAGE-05_ST-05_ST-065_to_ST-080.webp,1,外开宽站·肩线下压对角
ST-066,PAGE-05,ST,5,POSE ATLAS · STANDING · 05,assets/contact-sheets/ST-05.webp,assets/contact-sheets-png/PAGE-05_ST-05_ST-065_to_ST-080.webp,2,外开宽站·侧弯连续弧
ST-067,PAGE-05,ST,5,POSE ATLAS · STANDING · 05,assets/contact-sheets/ST-05.webp,assets/contact-sheets-png/PAGE-05_ST-05_ST-065_to_ST-080.webp,3,外开宽站·胸腔上提后弓
ST-068,PAGE-05,ST,5,POSE ATLAS · STANDING · 05,assets/contact-sheets/ST-05.webp,assets/contact-sheets-png/PAGE-05_ST-05_ST-065_to_ST-080.webp,4,外开宽站·髋折前倾
ST-069,PAGE-05,ST,5,POSE ATLAS · STANDING · 05,assets/contact-sheets/ST-05.webp,assets/contact-sheets-png/PAGE-05_ST-05_ST-065_to_ST-080.webp,5,外开宽站·胸胯螺旋扭转
ST-070,PAGE-05,ST,5,POSE ATLAS · STANDING · 05,assets/contact-sheets/ST-05.webp,assets/contact-sheets-png/PAGE-05_ST-05_ST-065_to_ST-080.webp,6,外开宽站·纵向拔高非对称
ST-071,PAGE-05,ST,5,POSE ATLAS · STANDING · 05,assets/contact-sheets/ST-05.webp,assets/contact-sheets-png/PAGE-05_ST-05_ST-065_to_ST-080.webp,7,内收窄站·胸胯反向S线
ST-072,PAGE-05,ST,5,POSE ATLAS · STANDING · 05,assets/contact-sheets/ST-05.webp,assets/contact-sheets-png/PAGE-05_ST-05_ST-065_to_ST-080.webp,8,内收窄站·肩线下压对角
ST-073,PAGE-05,ST,5,POSE ATLAS · STANDING · 05,assets/contact-sheets/ST-05.webp,assets/contact-sheets-png/PAGE-05_ST-05_ST-065_to_ST-080.webp,9,内收窄站·侧弯连续弧
ST-074,PAGE-05,ST,5,POSE ATLAS · STANDING · 05,assets/contact-sheets/ST-05.webp,assets/contact-sheets-png/PAGE-05_ST-05_ST-065_to_ST-080.webp,10,内收窄站·胸腔上提后弓
ST-075,PAGE-05,ST,5,POSE ATLAS · STANDING · 05,assets/contact-sheets/ST-05.webp,assets/contact-sheets-png/PAGE-05_ST-05_ST-065_to_ST-080.webp,11,内收窄站·髋折前倾
ST-076,PAGE-05,ST,5,POSE ATLAS · STANDING · 05,assets/contact-sheets/ST-05.webp,assets/contact-sheets-png/PAGE-05_ST-05_ST-065_to_ST-080.webp,12,内收窄站·胸胯螺旋扭转
ST-077,PAGE-05,ST,5,POSE ATLAS · STANDING · 05,assets/contact-sheets/ST-05.webp,assets/contact-sheets-png/PAGE-05_ST-05_ST-065_to_ST-080.webp,13,内收窄站·纵向拔高非对称
ST-078,PAGE-05,ST,5,POSE ATLAS · STANDING · 05,assets/contact-sheets/ST-05.webp,assets/contact-sheets-png/PAGE-05_ST-05_ST-065_to_ST-080.webp,14,脚尖外展错位·胸胯反向S线
ST-079,PAGE-05,ST,5,POSE ATLAS · STANDING · 05,assets/contact-sheets/ST-05.webp,assets/contact-sheets-png/PAGE-05_ST-05_ST-065_to_ST-080.webp,15,脚尖外展错位·肩线下压对角
ST-080,PAGE-05,ST,5,POSE ATLAS · STANDING · 05,assets/contact-sheets/ST-05.webp,assets/contact-sheets-png/PAGE-05_ST-05_ST-065_to_ST-080.webp,16,脚尖外展错位·侧弯连续弧
ST-081,PAGE-06,ST,6,POSE ATLAS · STANDING · 06,assets/contact-sheets/ST-06.webp,assets/contact-sheets-png/PAGE-06_ST-06_ST-081_to_ST-096.webp,1,脚尖外展错位·胸腔上提后弓
ST-082,PAGE-06,ST,6,POSE ATLAS · STANDING · 06,assets/contact-sheets/ST-06.webp,assets/contact-sheets-png/PAGE-06_ST-06_ST-081_to_ST-096.webp,2,脚尖外展错位·髋折前倾
ST-083,PAGE-06,ST,6,POSE ATLAS · STANDING · 06,assets/contact-sheets/ST-06.webp,assets/contact-sheets-png/PAGE-06_ST-06_ST-081_to_ST-096.webp,3,脚尖外展错位·胸胯螺旋扭转
ST-084,PAGE-06,ST,6,POSE ATLAS · STANDING · 06,assets/contact-sheets/ST-06.webp,assets/contact-sheets-png/PAGE-06_ST-06_ST-081_to_ST-096.webp,4,脚尖外展错位·纵向拔高非对称
ST-085,PAGE-06,ST,6,POSE ATLAS · STANDING · 06,assets/contact-sheets/ST-06.webp,assets/contact-sheets-png/PAGE-06_ST-06_ST-081_to_ST-096.webp,5,双膝微屈站·胸胯反向S线
ST-086,PAGE-06,ST,6,POSE ATLAS · STANDING · 06,assets/contact-sheets/ST-06.webp,assets/contact-sheets-png/PAGE-06_ST-06_ST-081_to_ST-096.webp,6,双膝微屈站·肩线下压对角
ST-087,PAGE-06,ST,6,POSE ATLAS · STANDING · 06,assets/contact-sheets/ST-06.webp,assets/contact-sheets-png/PAGE-06_ST-06_ST-081_to_ST-096.webp,7,双膝微屈站·侧弯连续弧
ST-088,PAGE-06,ST,6,POSE ATLAS · STANDING · 06,assets/contact-sheets/ST-06.webp,assets/contact-sheets-png/PAGE-06_ST-06_ST-081_to_ST-096.webp,8,双膝微屈站·胸腔上提后弓
ST-089,PAGE-06,ST,6,POSE ATLAS · STANDING · 06,assets/contact-sheets/ST-06.webp,assets/contact-sheets-png/PAGE-06_ST-06_ST-081_to_ST-096.webp,9,双膝微屈站·髋折前倾
ST-090,PAGE-06,ST,6,POSE ATLAS · STANDING · 06,assets/contact-sheets/ST-06.webp,assets/contact-sheets-png/PAGE-06_ST-06_ST-081_to_ST-096.webp,10,双膝微屈站·胸胯螺旋扭转
ST-091,PAGE-06,ST,6,POSE ATLAS · STANDING · 06,assets/contact-sheets/ST-06.webp,assets/contact-sheets-png/PAGE-06_ST-06_ST-081_to_ST-096.webp,11,双膝微屈站·纵向拔高非对称
ST-092,PAGE-06,ST,6,POSE ATLAS · STANDING · 06,assets/contact-sheets/ST-06.webp,assets/contact-sheets-png/PAGE-06_ST-06_ST-081_to_ST-096.webp,12,单腿轻抬平衡·胸胯反向S线
ST-093,PAGE-06,ST,6,POSE ATLAS · STANDING · 06,assets/contact-sheets/ST-06.webp,assets/contact-sheets-png/PAGE-06_ST-06_ST-081_to_ST-096.webp,13,单腿轻抬平衡·肩线下压对角
ST-094,PAGE-06,ST,6,POSE ATLAS · STANDING · 06,assets/contact-sheets/ST-06.webp,assets/contact-sheets-png/PAGE-06_ST-06_ST-081_to_ST-096.webp,14,单腿轻抬平衡·侧弯连续弧
ST-095,PAGE-06,ST,6,POSE ATLAS · STANDING · 06,assets/contact-sheets/ST-06.webp,assets/contact-sheets-png/PAGE-06_ST-06_ST-081_to_ST-096.webp,15,单腿轻抬平衡·胸腔上提后弓
ST-096,PAGE-06,ST,6,POSE ATLAS · STANDING · 06,assets/contact-sheets/ST-06.webp,assets/contact-sheets-png/PAGE-06_ST-06_ST-081_to_ST-096.webp,16,单腿轻抬平衡·髋折前倾
ST-097,PAGE-07,ST,7,POSE ATLAS · STANDING · 07,assets/contact-sheets/ST-07.webp,assets/contact-sheets-png/PAGE-07_ST-07_ST-097_to_ST-112.webp,1,单腿轻抬平衡·胸胯螺旋扭转
ST-098,PAGE-07,ST,7,POSE ATLAS · STANDING · 07,assets/contact-sheets/ST-07.webp,assets/contact-sheets-png/PAGE-07_ST-07_ST-097_to_ST-112.webp,2,单腿轻抬平衡·纵向拔高非对称
ST-099,PAGE-07,ST,7,POSE ATLAS · STANDING · 07,assets/contact-sheets/ST-07.webp,assets/contact-sheets-png/PAGE-07_ST-07_ST-097_to_ST-112.webp,3,后腿跨中线点地·胸胯反向S线
ST-100,PAGE-07,ST,7,POSE ATLAS · STANDING · 07,assets/contact-sheets/ST-07.webp,assets/contact-sheets-png/PAGE-07_ST-07_ST-097_to_ST-112.webp,4,后腿跨中线点地·肩线下压对角
ST-101,PAGE-07,ST,7,POSE ATLAS · STANDING · 07,assets/contact-sheets/ST-07.webp,assets/contact-sheets-png/PAGE-07_ST-07_ST-097_to_ST-112.webp,5,后腿跨中线点地·侧弯连续弧
ST-102,PAGE-07,ST,7,POSE ATLAS · STANDING · 07,assets/contact-sheets/ST-07.webp,assets/contact-sheets-png/PAGE-07_ST-07_ST-097_to_ST-112.webp,6,后腿跨中线点地·胸腔上提后弓
ST-103,PAGE-07,ST,7,POSE ATLAS · STANDING · 07,assets/contact-sheets/ST-07.webp,assets/contact-sheets-png/PAGE-07_ST-07_ST-097_to_ST-112.webp,7,后腿跨中线点地·髋折前倾
ST-104,PAGE-07,ST,7,POSE ATLAS · STANDING · 07,assets/contact-sheets/ST-07.webp,assets/contact-sheets-png/PAGE-07_ST-07_ST-097_to_ST-112.webp,8,后腿跨中线点地·胸胯螺旋扭转
ST-105,PAGE-07,ST,7,POSE ATLAS · STANDING · 07,assets/contact-sheets/ST-07.webp,assets/contact-sheets-png/PAGE-07_ST-07_ST-097_to_ST-112.webp,9,后腿跨中线点地·纵向拔高非对称
ST-106,PAGE-07,ST,7,POSE ATLAS · STANDING · 07,assets/contact-sheets/ST-07.webp,assets/contact-sheets-png/PAGE-07_ST-07_ST-097_to_ST-112.webp,10,侧向弓步高位·胸胯反向S线
ST-107,PAGE-07,ST,7,POSE ATLAS · STANDING · 07,assets/contact-sheets/ST-07.webp,assets/contact-sheets-png/PAGE-07_ST-07_ST-097_to_ST-112.webp,11,侧向弓步高位·肩线下压对角
ST-108,PAGE-07,ST,7,POSE ATLAS · STANDING · 07,assets/contact-sheets/ST-07.webp,assets/contact-sheets-png/PAGE-07_ST-07_ST-097_to_ST-112.webp,12,侧向弓步高位·侧弯连续弧
ST-109,PAGE-07,ST,7,POSE ATLAS · STANDING · 07,assets/contact-sheets/ST-07.webp,assets/contact-sheets-png/PAGE-07_ST-07_ST-097_to_ST-112.webp,13,侧向弓步高位·胸腔上提后弓
ST-110,PAGE-07,ST,7,POSE ATLAS · STANDING · 07,assets/contact-sheets/ST-07.webp,assets/contact-sheets-png/PAGE-07_ST-07_ST-097_to_ST-112.webp,14,侧向弓步高位·髋折前倾
ST-111,PAGE-07,ST,7,POSE ATLAS · STANDING · 07,assets/contact-sheets/ST-07.webp,assets/contact-sheets-png/PAGE-07_ST-07_ST-097_to_ST-112.webp,15,侧向弓步高位·胸胯螺旋扭转
ST-112,PAGE-07,ST,7,POSE ATLAS · STANDING · 07,assets/contact-sheets/ST-07.webp,assets/contact-sheets-png/PAGE-07_ST-07_ST-097_to_ST-112.webp,16,侧向弓步高位·纵向拔高非对称
SI-001,PAGE-08,SI,1,POSE ATLAS · SITTING · 01,assets/contact-sheets/SI-01.webp,assets/contact-sheets-png/PAGE-08_SI-01_SI-001_to_SI-016.webp,1,椅边前坐
SI-002,PAGE-08,SI,1,POSE ATLAS · SITTING · 01,assets/contact-sheets/SI-01.webp,assets/contact-sheets-png/PAGE-08_SI-01_SI-001_to_SI-016.webp,2,侧坐并腿
SI-003,PAGE-08,SI,1,POSE ATLAS · SITTING · 01,assets/contact-sheets/SI-01.webp,assets/contact-sheets-png/PAGE-08_SI-01_SI-001_to_SI-016.webp,3,高位翘腿
SI-004,PAGE-08,SI,1,POSE ATLAS · SITTING · 01,assets/contact-sheets/SI-01.webp,assets/contact-sheets-png/PAGE-08_SI-01_SI-001_to_SI-016.webp,4,一膝抬高坐
SI-005,PAGE-08,SI,1,POSE ATLAS · SITTING · 01,assets/contact-sheets/SI-01.webp,assets/contact-sheets-png/PAGE-08_SI-01_SI-001_to_SI-016.webp,5,双膝错位坐
SI-006,PAGE-08,SI,1,POSE ATLAS · SITTING · 01,assets/contact-sheets/SI-01.webp,assets/contact-sheets-png/PAGE-08_SI-01_SI-001_to_SI-016.webp,6,前倾肘撑膝
SI-007,PAGE-08,SI,1,POSE ATLAS · SITTING · 01,assets/contact-sheets/SI-01.webp,assets/contact-sheets-png/PAGE-08_SI-01_SI-001_to_SI-016.webp,7,椅背反坐
SI-008,PAGE-08,SI,1,POSE ATLAS · SITTING · 01,assets/contact-sheets/SI-01.webp,assets/contact-sheets-png/PAGE-08_SI-01_SI-001_to_SI-016.webp,8,椅面后仰
SI-009,PAGE-08,SI,1,POSE ATLAS · SITTING · 01,assets/contact-sheets/SI-01.webp,assets/contact-sheets-png/PAGE-08_SI-01_SI-001_to_SI-016.webp,9,坐姿躯干扭转
SI-010,PAGE-08,SI,1,POSE ATLAS · SITTING · 01,assets/contact-sheets/SI-01.webp,assets/contact-sheets-png/PAGE-08_SI-01_SI-001_to_SI-016.webp,10,侧身轮廓坐
SI-011,PAGE-08,SI,1,POSE ATLAS · SITTING · 01,assets/contact-sheets/SI-01.webp,assets/contact-sheets-png/PAGE-08_SI-01_SI-001_to_SI-016.webp,11,一腿前伸坐
SI-012,PAGE-08,SI,1,POSE ATLAS · SITTING · 01,assets/contact-sheets/SI-01.webp,assets/contact-sheets-png/PAGE-08_SI-01_SI-001_to_SI-016.webp,12,踝部内收坐
SI-013,PAGE-08,SI,1,POSE ATLAS · SITTING · 01,assets/contact-sheets/SI-01.webp,assets/contact-sheets-png/PAGE-08_SI-01_SI-001_to_SI-016.webp,13,膝部打开坐
SI-014,PAGE-08,SI,1,POSE ATLAS · SITTING · 01,assets/contact-sheets/SI-01.webp,assets/contact-sheets-png/PAGE-08_SI-01_SI-001_to_SI-016.webp,14,高凳悬脚坐
SI-015,PAGE-08,SI,1,POSE ATLAS · SITTING · 01,assets/contact-sheets/SI-01.webp,assets/contact-sheets-png/PAGE-08_SI-01_SI-001_to_SI-016.webp,15,扶椅侧倾坐
SI-016,PAGE-08,SI,1,POSE ATLAS · SITTING · 01,assets/contact-sheets/SI-01.webp,assets/contact-sheets-png/PAGE-08_SI-01_SI-001_to_SI-016.webp,16,双腿同侧折叠坐
SI-017,PAGE-09,SI,2,POSE ATLAS · SITTING · 02,assets/contact-sheets/SI-02.webp,assets/contact-sheets-png/PAGE-09_SI-02_SI-017_to_SI-032.webp,1,椅上收拢坐
